# 感染拡大前比	東京都 立川駅	東京都 銀座	東京都 東京駅南	東京都 新宿駅	東京都 丸の内	東京都 霞が関	東京都 羽田空港 第1ターミナル	東京都 渋谷センター街	東京都 大手町	東京都 品川駅	東京都 羽田空港 第2ターミナル	東京都 東京駅
2020/09/11	-13.0571428571429	-17.1285714285714	-24.4428571428571	-20.1857142857143	-31.3857142857143	-28.1714285714286	-36.4285714285714	-26.8571428571429	-44.2428571428571	-41.4285714285714	-49.6428571428571	-54.6142857142857
2020/09/12	-12.2	-17.0571428571429	-24.2571428571429	-19.4428571428571	-30.8714285714286	-28.0428571428571	-36.4428571428571	-26.2428571428571	-44.2857142857143	-41.2285714285714	-49.1428571428571	-54.6142857142857
2020/09/13	-11.6571428571429	-17.4571428571429	-24.4285714285714	-19	-30.5857142857143	-27.7428571428571	-36.4571428571429	-26.4857142857143	-44.2142857142857	-41.1	-48.7428571428571	-54.5857142857143
2020/09/14	-10.4714285714286	-16.2857142857143	-23.2	-17.8285714285714	-29.2428571428571	-25.5428571428571	-35.1285714285714	-25.7285714285714	-43.7142857142857	-40.5571428571429	-47.7571428571429	-54.2571428571429
2020/09/15	-9.94285714285714	-16.1285714285714	-22.8142857142857	-17.4285714285714	-29.0857142857143	-25.5	-33.7428571428571	-25.0857142857143	-43.5714285714286	-40.6	-47.1714285714286	-54.0285714285714
2020/09/16	-9.32857142857143	-16.2	-22.6714285714286	-16.7	-28.9142857142857	-25.1142857142857	-33.9857142857143	-24.8857142857143	-43.3428571428571	-40.6	-46.6714285714286	-53.7714285714286
2020/09/17	-8.97142857142857	-16.0857142857143	-22.2285714285714	-16.2428571428571	-28.6428571428571	-25.1285714285714	-33.3	-24.9	-43.1285714285714	-40.3	-45.7428571428571	-53.5714285714286
2020/09/18	-8.92857142857143	-16.3285714285714	-22.0142857142857	-16.1142857142857	-28.1142857142857	-25.0142857142857	-32.7	-24.4428571428571	-42.9571428571429	-40.5142857142857	-44.7571428571429	-53.2857142857143
2020/09/19	-9.22857142857143	-16.0714285714286	-21.2714285714286	-15.7285714285714	-27.8571428571429	-25.0285714285714	-30.4285714285714	-24.5428571428571	-42.6857142857143	-40.4428571428571	-43.5285714285714	-52.7571428571429
2020/09/20	-8.94285714285714	-14.7571428571429	-19.5	-14.4857142857143	-26.6285714285714	-24.4857142857143	-25.1142857142857	-23.9285714285714	-41.7	-39.5571428571429	-40.5714285714286	-51.6
2020/09/21	-8.81428571428571	-13.8285714285714	-18.2285714285714	-13.9	-25.8714285714286	-23.9	-24.9142857142857	-23.1857142857143	-40.8142857142857	-38.8285714285714	-40.0571428571429	-50.7428571428571
2020/09/22	-9.52857142857143	-11.0428571428571	-15.4	-13.4	-20.6142857142857	-20.3285714285714	-23.5714285714286	-23.7142857142857	-36.5857142857143	-36.2285714285714	-38.0714285714286	-51.1285714285714
2020/09/23	-11.3428571428571	-9.42857142857143	-13.2428571428571	-14.4571428571429	-16.5428571428571	-17.6142857142857	-19.3571428571429	-24.8857142857143	-33.2142857142857	-33.9142857142857	-35.2285714285714	-51.8714285714286
2020/09/24	-12.0714285714286	-9.51428571428571	-13.7428571428571	-14.8571428571429	-16.7714285714286	-17.7428571428571	-18.1	-24.9857142857143	-33.1285714285714	-33.9142857142857	-35.1571428571429	-51.5428571428571
2020/09/25	-13.2142857142857	-10.0857142857143	-14.8142857142857	-16.0428571428571	-17.8571428571429	-18.5142857142857	-19.0714285714286	-25.9	-33.4857142857143	-34.4857142857143	-36.4428571428571	-52.1142857142857
2020/09/26	-13.4142857142857	-10.0428571428571	-15.0571428571429	-16.0857142857143	-17.8714285714286	-18.3142857142857	-20.7428571428571	-25.9428571428571	-33.2571428571429	-34.2571428571429	-37.1142857142857	-52.2428571428571
2020/09/27	-13.6285714285714	-10.0571428571429	-15.9571428571429	-16.6857142857143	-18.8142857142857	-18.9857142857143	-25.5142857142857	-25.2428571428571	-33.3857142857143	-34.4142857142857	-39.9571428571429	-52.8428571428571
2020/09/28	-14.1285714285714	-10.9142857142857	-17	-16.7857142857143	-19.5571428571429	-19.9285714285714	-24.9285714285714	-25.3428571428571	-33.5857142857143	-35.3857142857143	-40.6285714285714	-53.5
2020/09/29	-13.5285714285714	-13.4714285714286	-19.4857142857143	-16.6428571428571	-24.3571428571429	-23.4	-26.0285714285714	-24.7428571428571	-37.4428571428571	-37.4	-41.3857142857143	-52.8142857142857
2020/09/30	-12.2714285714286	-14.8142857142857	-21.3285714285714	-15.7428571428571	-28.1857142857143	-26.1	-29.5428571428571	-23.4857142857143	-40.6285714285714	-39.3714285714286	-44.3	-51.6857142857143
2020/10/01	-11.7285714285714	-14.2285714285714	-20.2571428571429	-14.9	-27.2571428571429	-25.4285714285714	-30.0285714285714	-23.1	-40.2857142857143	-38.7571428571429	-44.6	-51.6142857142857
