# 感染拡大前比	京都府 四条河原町付近	鳥取県 晩稲	沖縄県 県庁前	茨城県 取手駅	北海道 札幌駅	宮崎県 新別府町	群馬県 前橋駅	神奈川県 横浜中華街駅	愛知県 栄駅	兵庫県 姫路駅	茨城県 水戸駅	神奈川県 横浜駅	愛媛県 松山市駅東側	広島県 広島駅	神奈川県 川崎駅	大阪府 堺東駅	佐賀県 佐賀駅	富山県 富山駅	千葉県 千葉駅	京都府 京都駅	茨城県 古河駅	山梨県 甲府駅南	滋賀県 草津駅西口	宮城県 仙台駅西	群馬県 高崎駅西	青森県 青森駅	山口県 山口駅	新潟県 新潟駅	長崎県 佐世保四ケ町	熊本県 通町筋	茨城県 つくば駅	広島県 紙屋町	岡山県 岡山表町	沖縄県 国際通り	千葉県 船橋駅	香川県 高松市フェリー通り	石川県 香林坊	岐阜県 岐阜駅	鹿児島県 天文館	三重県 津駅	福岡県 博多駅	徳島県 徳島駅	宮城県 青葉通一番町駅	秋田県 秋田駅	静岡県 静岡駅	東京都 立川駅	東京都 銀座	神奈川県 橋本駅	栃木県 宇都宮オリオン通り	長野県 長野駅	愛知県 名古屋駅	埼玉県 大宮駅西	高知県 はりまや橋	島根県 松江駅	福岡県 天神	福島県 福島駅	山形県 山形駅	福島県 郡山駅	兵庫県 三ノ宮駅	岡山県 岡山駅	大分県 大分駅付近	山口県 下関駅	静岡県 浜松駅	長崎県 浜町アーケード	東京都 東京駅南	東京都 新宿駅	福岡県 福岡空港	栃木県 宇都宮駅	岩手県 盛岡駅北	奈良県 近鉄奈良駅	長崎県 長崎駅	新潟県 長岡駅	神奈川県 みなとみらい	東京都 丸の内	和歌山県 和歌山駅	大阪府 難波	北海道 旭川駅	福岡県 小倉駅	大阪府 梅田	東京都 霞が関	東京都 羽田空港 第1ターミナル	福井県 福井駅	岡山県 倉敷駅	東京都 渋谷センター街	北海道 すすきの	大阪府 伊丹空港	香川県 高松駅	石川県 金沢駅	北海道 新千歳空港	三重県 近鉄四日市駅	沖縄県 那覇空港	東京都 大手町	東京都 品川駅	東京都 羽田空港 第2ターミナル	東京都 東京駅
2020/06/15	-2.45714285714286	12.2428571428571	6.34285714285714	3.15714285714286	-12.9571428571429	1.34285714285714	-7.8	-24.8714285714286	-8.54285714285714	-10.7	-8.58571428571429	-14.9571428571429	-3.24285714285714	-9.3	-8.97142857142857	-1.77142857142857	-8.4	-11.4	-10.9285714285714	-34	-7.61428571428571	-12.1	-10.9571428571429	-13.6714285714286	-15.5571428571429	-12.2571428571429	-12.4142857142857	-17.7714285714286	-12.9428571428571	-10.6	-16.9285714285714	-18.1428571428571	-9.12857142857143	-13.6571428571429	-15.3285714285714	-21.2714285714286	-22.5428571428571	-19.4	-12.8142857142857	-20.9428571428571	-19.9571428571429	-15.5714285714286	-13.1142857142857	-14.4285714285714	-14.7142857142857	-18.6142857142857	-25.7	-15.8857142857143	-15.7428571428571	-20.1142857142857	-21.8857142857143	-20.6714285714286	-17.7285714285714	-16.6142857142857	-20.8285714285714	-21.5714285714286	-20.6571428571429	-16.7857142857143	-24.6571428571429	-21.9428571428571	-19.8857142857143	-22.9857142857143	-18.1	-19.9857142857143	-43.5714285714286	-26.5428571428571	-44.8571428571429	-25.2	-22.2428571428571	-24.9857142857143	-25.0428571428571	-22.1857142857143	-41.1428571428571	-52.4571428571429	-20.3285714285714	-26.6857142857143	-30.1285714285714	-37	-30.3428571428571	-39.6	-53.3	-29.0428571428571	-25.4857142857143	-35.9857142857143	-31.0857142857143	-47.8571428571429	-36.1571428571429	-41.8571428571429	-61.6571428571429	-30.1714285714286	-52.9714285714286	-50.5571428571429	-49.8571428571429	-61.8428571428571	-49.8
2020/06/16	-2.01428571428571	13.8714285714286	6.77142857142857	3.01428571428571	-12.8142857142857	2.55714285714286	-7.37142857142857	-24.9857142857143	-8.02857142857143	-10.6571428571429	-6.71428571428571	-14.2428571428571	-2.87142857142857	-8.7	-8.57142857142857	-1.57142857142857	-8.17142857142857	-12.4428571428571	-9.47142857142857	-33.5571428571429	-8.38571428571428	-12.1857142857143	-9.92857142857143	-12.9428571428571	-15.5714285714286	-12.0428571428571	-11.1571428571429	-17.4857142857143	-11.7428571428571	-10.1428571428571	-17.6571428571429	-17.9	-8.9	-13.1714285714286	-15.1571428571429	-21.5	-22.0571428571429	-19.9	-13.0285714285714	-20.9857142857143	-19.3142857142857	-15.4142857142857	-12.8	-14.1	-14.5	-17.8	-25.2857142857143	-15.3571428571429	-15.0428571428571	-19.3	-21.8571428571429	-20.2142857142857	-17.6285714285714	-16.6	-19.9285714285714	-21.3	-19.6	-16.3	-24.0857142857143	-21.3714285714286	-19.5428571428571	-22.3714285714286	-18.2	-19.0571428571429	-43.4142857142857	-26.0571428571429	-44.8	-25.0857142857143	-22.0428571428571	-24.4285714285714	-24.6	-21.8857142857143	-40.6	-52.1428571428571	-20.3142857142857	-26.2142857142857	-29.5285714285714	-36.3714285714286	-29.6571428571429	-39.3571428571429	-52.5428571428572	-28.4571428571429	-24.7	-35.4714285714286	-30.7142857142857	-47.6285714285714	-36.4	-41.7428571428571	-60.9857142857143	-30.4	-54.0428571428571	-50.1857142857143	-49.2571428571429	-61.6571428571429	-49.4285714285714
2020/06/17	-1.47142857142857	13.4571428571429	7.04285714285714	3.91428571428571	-12.8285714285714	3.17142857142857	-6.27142857142857	-24.3571428571429	-7.52857142857143	-10.7142857142857	-9.34285714285714	-13.3428571428571	-3.05714285714286	-8.84285714285714	-7.91428571428571	-0.828571428571428	-8.11428571428571	-13.9857142857143	-8.88571428571428	-32.6857142857143	-8.85714285714286	-11.5428571428571	-9.62857142857143	-12.3857142857143	-15.1428571428571	-11.3857142857143	-11.0857142857143	-16.7714285714286	-11.1	-10.1285714285714	-17.1285714285714	-17.7285714285714	-8.15714285714286	-12.8428571428571	-14.5285714285714	-20.7571428571429	-20.9428571428571	-20.1714285714286	-12.5	-21.5142857142857	-19.2	-15.3	-12.6	-13.7285714285714	-14.0714285714286	-17.2285714285714	-25.2571428571429	-14.7142857142857	-15.0714285714286	-18.7571428571429	-21.4	-19.6714285714286	-17.5571428571429	-17.2428571428571	-18.8285714285714	-20.5714285714286	-17.9714285714286	-15.8142857142857	-23.5714285714286	-20.7428571428571	-19.1	-21.7142857142857	-17.9	-18.6714285714286	-42.9571428571429	-25.5285714285714	-44.1	-25.2714285714286	-22.5	-24.6142857142857	-24.3	-21.4857142857143	-39.6857142857143	-51.5428571428571	-19.4285714285714	-25.7428571428572	-29.6857142857143	-35.6142857142857	-29.0142857142857	-39	-52.7	-27.8714285714286	-24.5571428571429	-34.7857142857143	-30.6428571428571	-46.9428571428571	-36.2714285714286	-41.7142857142857	-61.3428571428571	-30.4857142857143	-53.9714285714286	-49.8714285714286	-49.0285714285714	-60.9714285714286	-49.1571428571429
2020/06/18	-0.514285714285714	14.9714285714286	7.3	2.24285714285714	-12.1142857142857	3.37142857142857	-5.38571428571429	-23.9285714285714	-6.51428571428571	-10.8857142857143	-11.9428571428571	-12.5428571428571	-2.75714285714286	-8.75714285714286	-7.71428571428571	-0.0285714285714287	-7.82857142857143	-14.7285714285714	-8.08571428571429	-31.5857142857143	-7.75714285714286	-11.9142857142857	-9.15714285714286	-11.9428571428571	-14.7142857142857	-10.8142857142857	-10.9285714285714	-15.9428571428571	-10.3571428571429	-9.81428571428571	-16.8142857142857	-16.8571428571429	-8.34285714285714	-12.8571428571429	-14.6571428571429	-21.2	-20.8142857142857	-20.6571428571429	-12	-21.3857142857143	-18.4	-14.1857142857143	-12.2714285714286	-13.3428571428571	-12.9714285714286	-16.9428571428571	-24.6285714285714	-14.2857142857143	-15.1	-17.6	-20.9	-19.0142857142857	-17.4714285714286	-16.0857142857143	-18.3857142857143	-19.9	-16.8428571428571	-15.2428571428571	-23.1428571428571	-20.5428571428571	-17.6	-21.2857142857143	-17.8428571428571	-18.5	-42.5	-24.7714285714286	-44.4428571428571	-24.8	-21.7142857142857	-24.1571428571429	-23.0857142857143	-20.7142857142857	-39	-51.0285714285714	-18.8	-24.7285714285714	-29.1428571428571	-34.8857142857143	-28.1142857142857	-38.5714285714286	-52.2142857142857	-27.0571428571429	-24.3571428571429	-34.2857142857143	-30.6857142857143	-46.7714285714286	-36.5714285714286	-41.4857142857143	-60.7142857142857	-30.4714285714286	-51.7571428571429	-49.4857142857143	-48.7285714285714	-61.2	-48.6571428571429
2020/06/19	0.2	16.9142857142857	6.81428571428571	2.21428571428571	-11.1285714285714	3.85714285714286	-4.77142857142857	-22.9285714285714	-6.15714285714286	-11.1142857142857	-11.1428571428571	-11.3714285714286	-2.15714285714286	-9.05714285714286	-7.3	-0.042857142857143	-7.15714285714286	-15.9285714285714	-7.85714285714286	-31.0571428571429	-8.7	-11.1857142857143	-8.92857142857143	-11.2142857142857	-14.3	-10.6571428571429	-10.6428571428571	-15	-9.67142857142857	-8.88571428571429	-16.5	-16.4571428571429	-8.2	-12.7	-13.2714285714286	-21.5	-19.3571428571429	-21.6	-11.2	-20.8142857142857	-17.8142857142857	-14.4	-11.6142857142857	-12.8142857142857	-12.6571428571429	-16.1428571428571	-24.0571428571429	-14.0285714285714	-14.2571428571429	-16.8428571428571	-20.4428571428571	-18.3428571428571	-17.2285714285714	-16.2714285714286	-17.6714285714286	-20.1	-16.1285714285714	-15	-22.4571428571429	-20.1142857142857	-17.0142857142857	-21.2285714285714	-18.1285714285714	-17.0285714285714	-42	-24.1142857142857	-45.4428571428571	-24.2428571428571	-22.1428571428571	-23.5142857142857	-21.7428571428571	-20.5428571428571	-38.2428571428571	-50.3857142857143	-18.2714285714286	-24.5428571428571	-28.3428571428571	-34.2428571428571	-27.0428571428571	-38.1857142857143	-52.2	-26.0714285714286	-24.4142857142857	-33.4428571428571	-30.3857142857143	-47.2142857142857	-36.5857142857143	-41.4428571428571	-60.7857142857143	-30.7	-51.7285714285714	-49	-48.2571428571429	-61.4	-48.2571428571429
2020/06/20	0.0142857142857142	16.4714285714286	7.08571428571429	2.15714285714286	-10.7	4.87142857142857	-2.9	-23.1714285714286	-5.9	-11.2857142857143	-9.94285714285714	-11.3714285714286	-1.88571428571429	-9.24285714285714	-6.78571428571429	-0.185714285714286	-7.52857142857143	-16.8857142857143	-8	-30.7285714285714	-8.3	-9.74285714285714	-8.42857142857143	-11.3857142857143	-13.6428571428571	-11.4714285714286	-11.1857142857143	-14.4428571428571	-9.91428571428571	-9.45714285714286	-14.3285714285714	-15.9714285714286	-7.72857142857143	-12.3714285714286	-13.4714285714286	-21.6	-19.1285714285714	-21.7142857142857	-10.7	-21.7	-17.2285714285714	-14.2142857142857	-11.3714285714286	-12.2	-12.6857142857143	-15.9	-23.4857142857143	-14.2428571428571	-14.1428571428571	-16.8428571428571	-20.0714285714286	-18.5285714285714	-17.4428571428571	-17.0857142857143	-17.3857142857143	-20.0857142857143	-15.8	-15.0857142857143	-22.1714285714286	-20.6285714285714	-16.8857142857143	-22.8285714285714	-17.9714285714286	-16.8571428571429	-41.6	-23.8857142857143	-45.4	-23.4285714285714	-21.8142857142857	-23.8571428571429	-21.1	-20.1714285714286	-38.0142857142857	-50.1857142857143	-18.1714285714286	-24.3	-27.9142857142857	-34.0428571428571	-26.7285714285714	-37.8	-51.3428571428571	-25.9857142857143	-24.4142857142857	-33.3857142857143	-30.5142857142857	-47.9	-36.7	-41.1	-60.7428571428571	-30.9428571428571	-50.9428571428571	-48.7	-48.0285714285714	-60.0857142857143	-47.7857142857143
2020/06/21	2.97142857142857	16.6285714285714	8.05714285714286	3	-9.84285714285714	5.4	-2.15714285714286	-20.2142857142857	-4.62857142857143	-9.41428571428571	-9.04285714285714	-9.57142857142857	-1.62857142857143	-9.05714285714286	-5.31428571428571	0.257142857142857	-5.3	-17.1142857142857	-6.3	-29.4571428571429	-7.51428571428571	-8.11428571428572	-8.45714285714286	-10.3571428571429	-11.5857142857143	-10.5714285714286	-9.87142857142857	-14.2714285714286	-9.15714285714286	-8.15714285714286	-14	-14.1142857142857	-7.61428571428571	-11.4857142857143	-11.9857142857143	-21.2142857142857	-19.1714285714286	-21.1857142857143	-10.0571428571429	-20.6285714285714	-16.1571428571429	-13.0857142857143	-10.5571428571429	-11.7	-12.0857142857143	-14.7571428571429	-21.2428571428571	-13.8571428571429	-12.8142857142857	-16.2714285714286	-19.1428571428571	-17.2428571428571	-16.3285714285714	-16.9714285714286	-16.1857142857143	-20.4857142857143	-15.0857142857143	-15.6571428571429	-21.3	-19.5	-16.3	-23.9428571428571	-17.3714285714286	-15.6857142857143	-39.6571428571429	-22.4714285714286	-44.4285714285714	-21.7571428571429	-21.7857142857143	-21.5285714285714	-20.0142857142857	-19.9428571428571	-35.4857142857143	-48.2428571428571	-18.5	-22.8428571428571	-26.7428571428571	-32.5142857142857	-25.3142857142857	-36.0285714285714	-50.2	-25.3	-24.3714285714286	-31.6285714285714	-30.2571428571429	-46.5285714285714	-35.9428571428571	-40.5	-60.4857142857143	-30.9142857142857	-50.5857142857143	-47.6714285714286	-46.6857142857143	-59.2285714285714	-46.7285714285714
2020/06/22	6.35714285714286	16.1571428571429	8.51428571428572	2.61428571428571	-9.12857142857143	5.31428571428571	-2.72857142857143	-18.2428571428571	-3.85714285714286	-8.55714285714286	-8.78571428571429	-8.81428571428571	-1.54285714285714	-8.8	-5.42857142857143	0.5	-2.32857142857143	-16.7142857142857	-5.34285714285714	-28.3857142857143	-7.48571428571429	-7.25714285714286	-8.95714285714286	-9.65714285714286	-10.7285714285714	-10.2857142857143	-9.27142857142857	-13.4571428571429	-8.94285714285714	-7.61428571428571	-13.6571428571429	-12.6571428571429	-7.38571428571429	-10.6142857142857	-11.5714285714286	-21.1	-17.3857142857143	-20.2857142857143	-9.58571428571429	-19.3571428571429	-15.9571428571429	-12.6142857142857	-10.0714285714286	-10.8571428571429	-11.4857142857143	-14.2857142857143	-20.3714285714286	-14.2285714285714	-12.0857142857143	-16.3428571428571	-18.5714285714286	-16.7857142857143	-15.2857142857143	-17.1142857142857	-15.1571428571429	-21	-14.9	-16.3142857142857	-20.1571428571429	-19.1	-15.9714285714286	-24.6	-16.6571428571429	-14.8	-38.8428571428571	-22.1142857142857	-44.6	-20.4142857142857	-21.2857142857143	-19.6714285714286	-19.0571428571429	-19.3142857142857	-34.3	-47.4	-18.3142857142857	-22.2857142857143	-25.6142857142857	-31.2	-24.5428571428571	-35.7	-48.9714285714286	-24.2285714285714	-23.6	-31.0142857142857	-30.0857142857143	-45.5571428571429	-35.9571428571429	-40.1571428571429	-59.9571428571428	-31.1285714285714	-48.8857142857143	-47.1714285714286	-46.2857142857143	-59.0571428571429	-46.1428571428571
2020/06/23	7.08571428571429	15.2714285714286	7.78571428571429	2.02857142857143	-8.64285714285714	4.87142857142857	-2.6	-18.5142857142857	-3.82857142857143	-8.28571428571428	-9.34285714285714	-8.88571428571429	-0.485714285714286	-9.11428571428571	-5.94285714285714	0.714285714285714	-1.5	-16.7571428571429	-6.55714285714286	-27.8428571428571	-7.04285714285714	-6.14285714285714	-9.64285714285714	-9.97142857142857	-10.5285714285714	-9.51428571428571	-9.78571428571429	-13.1428571428571	-9.42857142857143	-7.55714285714286	-13.5571428571429	-12.4857142857143	-7.64285714285714	-10.8571428571429	-11.9714285714286	-21.5571428571429	-17.0714285714286	-19.8714285714286	-8.77142857142857	-19.4714285714286	-15.8714285714286	-12.1142857142857	-10.0857142857143	-10.7571428571429	-11.2571428571429	-14.9142857142857	-20.2428571428571	-14.4857142857143	-12.4	-16.5285714285714	-18.2142857142857	-17.2142857142857	-15.1857142857143	-16.4857142857143	-15.0428571428571	-20.4857142857143	-14.6	-16.3428571428571	-20.1714285714286	-19.3714285714286	-15.8571428571429	-25.2714285714286	-16.6142857142857	-15.1714285714286	-38.7	-22.3857142857143	-44.4285714285714	-20.2142857142857	-20.6714285714286	-19	-19.1714285714286	-19.5428571428571	-34.3857142857143	-47.3857142857143	-18.4285714285714	-21.8	-25.7	-30.9571428571429	-24.1571428571429	-35.3571428571429	-47.7428571428571	-23.9571428571429	-22.4714285714286	-31.2857142857143	-30.2142857142857	-44.9142857142857	-35.1428571428571	-40	-59.1428571428571	-31.3571428571429	-47.4428571428571	-46.9142857142857	-46.1285714285714	-58.1142857142857	-45.7857142857143
2020/06/24	8.31428571428571	16.6571428571429	4.3	1.44285714285714	-7.94285714285714	4.78571428571429	-4.05714285714286	-18.0428571428571	-3.7	-8.17142857142857	-9.57142857142857	-8.54285714285714	-0.0857142857142858	-9.57142857142857	-6.11428571428571	-0.142857142857143	-0.842857142857143	-16.2	-6.77142857142857	-27.3571428571429	-7.01428571428571	-5.74285714285714	-8.75714285714286	-9.8	-10.5428571428571	-8.74285714285714	-9.97142857142857	-12.6571428571429	-9.75714285714286	-7.35714285714286	-13.0142857142857	-12.0714285714286	-7.48571428571429	-13.9285714285714	-11.2571428571429	-21.8857142857143	-17.3428571428571	-20.3285714285714	-8.61428571428571	-19.1285714285714	-15.1428571428571	-12.0285714285714	-10.0142857142857	-10.4857142857143	-11.2	-14.8714285714286	-19.9428571428571	-14.4571428571429	-11.7857142857143	-16.3285714285714	-17.6857142857143	-17.1	-15.6285714285714	-15.5714285714286	-14.9142857142857	-20.9	-15.8	-16.5	-19.7142857142857	-19.2714285714286	-16.1285714285714	-26	-16.3714285714286	-15.0857142857143	-38.5285714285714	-22.1428571428571	-44.1428571428571	-19.9714285714286	-20.3571428571429	-18.2857142857143	-19.5428571428571	-19.6428571428571	-33.9428571428571	-47.1285714285714	-18.5714285714286	-21.6142857142857	-25.3428571428571	-30.4142857142857	-23.7	-35	-46.6857142857143	-23.2285714285714	-22.6428571428571	-31.1142857142857	-29.8428571428571	-45.0571428571429	-35.0285714285714	-39.6571428571429	-58.9	-31.2714285714286	-46.5714285714286	-46.6285714285714	-45.7142857142857	-57.4714285714286	-45.3285714285714
2020/06/25	9.02857142857143	16.2857142857143	4.08571428571429	3.58571428571429	-7.41428571428572	5.14285714285714	-4.42857142857143	-17.6571428571429	-3.6	-7.84285714285714	-9.41428571428571	-7.51428571428572	0.157142857142857	-9.62857142857143	-6.14285714285714	-0.185714285714286	-0.957142857142857	-16.2714285714286	-7.04285714285714	-26.9	-7.32857142857143	-4.58571428571429	-9.25714285714286	-10.0142857142857	-11.0428571428571	-8.01428571428571	-9.88571428571428	-12.5285714285714	-10.0142857142857	-7.22857142857143	-14.2571428571429	-11.8857142857143	-7.52857142857143	-13.4285714285714	-11.2	-22.0714285714286	-17.6285714285714	-20.0285714285714	-8.4	-18.4714285714286	-15.0285714285714	-12.2142857142857	-10.3	-10.9	-10.9428571428571	-14.6428571428571	-19.7714285714286	-14.3714285714286	-11.6857142857143	-16.4	-17.6285714285714	-17.2	-15.3	-15.0428571428571	-14.7285714285714	-21.0714285714286	-15.8	-16.6714285714286	-19.3571428571429	-19.0142857142857	-16.3428571428571	-25.2285714285714	-15.8714285714286	-14.8714285714286	-38.0857142857143	-22.0857142857143	-43.7142857142857	-20.1571428571429	-20.8857142857143	-17.4857142857143	-19.5714285714286	-20.4	-33.9714285714286	-46.9142857142857	-18.7714285714286	-21.4	-25.4714285714286	-30.2285714285714	-23.2428571428571	-34.6714285714286	-45.7	-22.6	-22.6857142857143	-30.8142857142857	-29.6142857142857	-44.7571428571429	-34.4285714285714	-39.1857142857143	-58.9285714285714	-31.3142857142857	-47.1142857142857	-46.4	-45.4428571428571	-57.0142857142857	-45.0285714285714
2020/06/26	9.52857142857143	17.8857142857143	4.2	3.25714285714286	-6.9	4.81428571428572	-4.68571428571429	-17.6571428571429	-2.88571428571429	-7.25714285714286	-9.2	-6.78571428571429	0.785714285714286	-9.41428571428571	-5.97142857142857	0.128571428571429	-1.01428571428571	-16.2428571428571	-7.12857142857143	-26.2142857142857	-6.11428571428571	-4.97142857142857	-9.3	-10	-11.2	-7.31428571428571	-10.0428571428571	-12.4	-10.7571428571429	-6.88571428571429	-14.0428571428571	-11.5714285714286	-7.11428571428571	-13.4428571428571	-11.8142857142857	-21.4	-18.1	-19.2857142857143	-7.95714285714286	-18.3857142857143	-14.7428571428571	-11.7714285714286	-10.2857142857143	-9.88571428571428	-10.6142857142857	-14.2285714285714	-19.5571428571429	-14.0571428571429	-11.7	-16.0285714285714	-17.2857142857143	-17.2428571428571	-14.9714285714286	-15.4571428571429	-14.6571428571429	-20.7	-15.8285714285714	-16.7285714285714	-18.8857142857143	-18.6714285714286	-16.2857142857143	-24.1428571428571	-15.4857142857143	-14.9714285714286	-37.8571428571429	-21.9142857142857	-42.7571428571429	-19.5142857142857	-20.9428571428571	-16.7285714285714	-20.1142857142857	-20.6285714285714	-34.2857142857143	-46.5285714285714	-19.7857142857143	-20.3714285714286	-25.5857142857143	-29.5714285714286	-22.9285714285714	-34.3142857142857	-44.8285714285714	-22.8857142857143	-22.6428571428571	-30.7142857142857	-29.3428571428571	-44.4857142857143	-34.1571428571429	-38.2	-58.7857142857143	-31.2285714285714	-46.4571428571429	-46.2571428571429	-45.0285714285714	-56.1285714285714	-44.5857142857143
2020/06/27	11	18.3857142857143	4.01428571428571	4.24285714285714	-6.55714285714286	4.58571428571429	-6.05714285714286	-16.2428571428571	-2.25714285714286	-6.91428571428572	-8.88571428571429	-5.22857142857143	0.528571428571428	-9.01428571428571	-5.34285714285714	0.2	-0.442857142857143	-15.5571428571429	-6.07142857142857	-24.8857142857143	-5.68571428571429	-5.87142857142857	-9.22857142857143	-9.47142857142857	-11.9	-6.25714285714286	-10.4285714285714	-12.1142857142857	-10	-6.04285714285714	-14.9285714285714	-11.2142857142857	-7.65714285714286	-13.2	-10.9285714285714	-21.2571428571429	-17.7714285714286	-19.1857142857143	-7.55714285714286	-17.5428571428571	-14	-11.3142857142857	-10	-10.0285714285714	-9.57142857142857	-13.3857142857143	-18.9285714285714	-13.3571428571429	-12.1428571428571	-15.5428571428571	-16.2857142857143	-16.6571428571429	-14.1857142857143	-14.5714285714286	-13.9	-19.7142857142857	-16.4142857142857	-17.0714285714286	-18.8142857142857	-17.2285714285714	-16.2428571428571	-21.6	-14.8714285714286	-14.2857142857143	-37.5142857142857	-21.0714285714286	-42.1142857142857	-19.2857142857143	-21.4285714285714	-14.9857142857143	-19.1857142857143	-20.6857142857143	-33.4857142857143	-45.9	-20.0285714285714	-19.0714285714286	-25.2714285714286	-28.3714285714286	-21.7857142857143	-33.7714285714286	-43.8285714285714	-22.6142857142857	-22.8428571428571	-29.6857142857143	-29.0714285714286	-44.9142857142857	-34.8285714285714	-37.2142857142857	-58.1428571428571	-30.6714285714286	-45.6857142857143	-45.7285714285714	-44.5857142857143	-56.3142857142857	-43.9714285714286
2020/06/28	11.9714285714286	19.0428571428571	3.47142857142857	5.42857142857143	-5.91428571428571	3.9	-6.45714285714286	-16	-1.68571428571429	-6.28571428571428	-8.68571428571429	-4.37142857142857	0.242857142857143	-8.24285714285714	-5.42857142857143	0.4	-1.47142857142857	-14.6	-6.1	-23.9714285714286	-5.37142857142857	-6	-8.34285714285714	-9.32857142857143	-12.8571428571429	-6.32857142857143	-11.1285714285714	-12.5	-10.4	-6.94285714285714	-15.2285714285714	-11.9857142857143	-8.1	-13.7428571428571	-10.9571428571429	-21.3571428571429	-17.2428571428571	-18.2	-7.94285714285714	-17.7571428571429	-13.7571428571429	-11.7142857142857	-9.91428571428571	-10.1142857142857	-9.3	-13.2	-19.2428571428571	-13.2571428571429	-12.1571428571429	-15.5428571428571	-15.7285714285714	-16.1428571428571	-14.8857142857143	-14.0571428571429	-13.7	-19.4857142857143	-16.6857142857143	-16.8428571428571	-18.2857142857143	-17.5857142857143	-16.3428571428571	-17.6857142857143	-14.4857142857143	-14.7714285714286	-37.3285714285714	-21.0714285714286	-42.2714285714286	-19.9142857142857	-20.8142857142857	-14.2857142857143	-19.6142857142857	-20.5142857142857	-33.2571428571429	-45.5714285714286	-19.8285714285714	-18.4	-25.1428571428571	-28.2857142857143	-21.1857142857143	-34.0857142857143	-44.6142857142857	-23.1285714285714	-23.2714285714286	-29.2428571428571	-28.3142857142857	-44.9571428571429	-34.6142857142857	-35.9142857142857	-57.1428571428572	-30.3428571428571	-45.6	-45.0285714285714	-43.9857142857143	-56.1	-43.7
2020/06/29	11.2285714285714	21.0285714285714	3.55714285714286	5.35714285714286	-4.64285714285714	4.6	-4.45714285714286	-17	-1.32857142857143	-5.37142857142857	-8.3	-3.58571428571429	0.457142857142858	-7.2	-4.91428571428572	0.514285714285714	-2.18571428571429	-13.9714285714286	-6.22857142857143	-23.1571428571429	-5.91428571428572	-7.1	-7.72857142857143	-8.98571428571429	-13.0285714285714	-5.45714285714286	-10.2428571428571	-12.1714285714286	-10.1428571428571	-6.7	-14.7857142857143	-11.3857142857143	-8.27142857142857	-13.7571428571429	-11.1857142857143	-21.5714285714286	-16.9714285714286	-18.7571428571429	-7.74285714285714	-18.7285714285714	-12.5571428571429	-11.5285714285714	-9.87142857142857	-10.8571428571429	-9.78571428571429	-13.3142857142857	-19.5	-11.7285714285714	-12.3428571428571	-15.0285714285714	-14.6714285714286	-16.2142857142857	-15.1428571428571	-13.5571428571429	-12.6714285714286	-18.8428571428571	-16.1428571428571	-16.6285714285714	-18.0428571428571	-17.1142857142857	-15.8	-16.5714285714286	-14.1285714285714	-14.3428571428571	-37.5285714285714	-21.2	-41.3571428571429	-20.6857142857143	-20.1571428571429	-14.6857142857143	-18.3571428571429	-20.7571428571429	-33.3857142857143	-45.0428571428571	-19.6428571428571	-17.5142857142857	-25.0428571428571	-27.5142857142857	-20.4142857142857	-33.5428571428571	-44.5857142857143	-23.2142857142857	-23.3285714285714	-29.0571428571429	-27.7571428571429	-46.3857142857143	-33.7714285714286	-34.3857142857143	-57.2571428571429	-30.2714285714286	-44.6571428571429	-44.5571428571429	-43.3428571428571	-56.2285714285714	-43.4857142857143
2020/06/30	12.1571428571429	22.5571428571429	4.32857142857143	4.58571428571429	-3.97142857142857	3.68571428571428	-4.5	-16.0428571428571	-0.457142857142857	-4.87142857142857	-6.61428571428571	-1.84285714285714	0.142857142857143	-6.52857142857143	-3.68571428571429	0.3	-2.4	-10.8142857142857	-5.28571428571429	-22.6857142857143	-5.32857142857143	-7.38571428571429	-7.84285714285714	-8.52857142857143	-12.3714285714286	-5.61428571428571	-9.62857142857143	-11.2571428571429	-10.8	-6.81428571428571	-13.8714285714286	-11.0428571428571	-7.42857142857143	-13.1428571428571	-10.3714285714286	-21.0142857142857	-16.4142857142857	-18.8142857142857	-7.98571428571429	-19	-12.2571428571429	-12.1285714285714	-9.48571428571428	-10.4142857142857	-9.15714285714286	-12.9714285714286	-18.6	-10.8142857142857	-12.1	-14.3571428571429	-13.5857142857143	-15.6571428571429	-14.7	-14	-12.5	-19.4714285714286	-16.9	-16.4	-17.3571428571429	-16.6142857142857	-15.7857142857143	-16.0285714285714	-13.5857142857143	-14.4428571428571	-37.0571428571429	-20.3428571428571	-41.0142857142857	-20.3714285714286	-20.9857142857143	-14.9285714285714	-17.3571428571429	-19.8714285714286	-32.6285714285714	-44.3285714285714	-19.6285714285714	-16.6142857142857	-25.2571428571429	-26.3285714285714	-19.6142857142857	-33.2285714285714	-44.6571428571429	-23.5714285714286	-24.0142857142857	-28.2142857142857	-27.5714285714286	-45.9142857142857	-33.8857142857143	-33.2285714285714	-57.4571428571429	-30.4285714285714	-45.0571428571429	-44.2857142857143	-42.9142857142857	-56.0857142857143	-43.0571428571429
