# 感染拡大前比	神奈川県 横浜中華街駅	神奈川県 横浜駅	神奈川県 川崎駅	千葉県 千葉駅	千葉県 船橋駅	東京都 立川駅	東京都 銀座	神奈川県 橋本駅	栃木県 宇都宮オリオン通り	埼玉県 大宮駅西	東京都 東京駅南	東京都 新宿駅	栃木県 宇都宮駅	神奈川県 みなとみらい	東京都 丸の内	東京都 霞が関	東京都 羽田空港 第1ターミナル	東京都 渋谷センター街	東京都 大手町	東京都 品川駅	東京都 羽田空港 第2ターミナル	東京都 東京駅
2020/07/10	-21.0857142857143	-5.75714285714286	-7.14285714285714	-7.51428571428571	-12.4	-15.5285714285714	-18.9142857142857	-14.7	-14.6428571428571	-18.5857142857143	-36.9428571428571	-24.7142857142857	-17.1	-33.7142857142857	-43.8428571428571	-30.8285714285714	-38.5428571428571	-30.9	-42.7714285714286	-41.0571428571429	-55.8571428571429	-42.8142857142857
2020/07/11	-20.5	-5.68571428571429	-6.95714285714286	-7.18571428571429	-12.5	-15.2428571428571	-19.0571428571429	-15	-14.7571428571429	-18.5285714285714	-36.9571428571429	-24.7857142857143	-16.3857142857143	-33.7571428571429	-43.9857142857143	-30.8428571428571	-38.9428571428571	-30.9428571428571	-42.8142857142857	-41.3857142857143	-55.6428571428571	-42.8142857142857
2020/07/12	-20.0285714285714	-5.71428571428571	-6.9	-6.71428571428571	-12.4428571428571	-15.5571428571429	-19.1571428571429	-15.2142857142857	-14.4857142857143	-18.5285714285714	-36.9	-25.1142857142857	-16.5142857142857	-31.9571428571429	-44.0142857142857	-30.5571428571429	-38.7428571428571	-31.0285714285714	-42.7	-41.4285714285714	-56.0285714285714	-42.8285714285714
2020/07/13	-18.9714285714286	-5.95714285714286	-6.17142857142857	-6.52857142857143	-12.6428571428571	-15.9714285714286	-18.5714285714286	-15.3285714285714	-13.8714285714286	-18.7714285714286	-36.4428571428571	-25.3	-15.4	-31.1857142857143	-43.5428571428571	-30	-38.5571428571429	-31.1428571428571	-42.4285714285714	-41.1571428571429	-55.4142857142857	-42.7142857142857
2020/07/14	-18.4285714285714	-5.7	-5.85714285714286	-6.15714285714286	-12.5285714285714	-15.8285714285714	-18.6714285714286	-15.0857142857143	-13	-18.8428571428571	-36.4	-25.3714285714286	-15.9714285714286	-31.1428571428571	-43.7142857142857	-30	-37.9142857142857	-30.9857142857143	-42.5	-41.3142857142857	-54.6428571428571	-42.8
2020/07/15	-18.9285714285714	-6.25714285714286	-6.42857142857143	-6.18571428571429	-13.2857142857143	-16.2857142857143	-19.0428571428571	-14.8714285714286	-13.2428571428571	-19.1571428571429	-36.7428571428571	-26.3285714285714	-17.2142857142857	-31.4428571428571	-43.9857142857143	-29.6714285714286	-37.8	-31.3428571428571	-42.5	-41.7285714285714	-54.9428571428571	-42.8142857142857
2020/07/16	-18.2571428571429	-6.02857142857143	-6.2	-5.47142857142857	-12.9142857142857	-15.7714285714286	-19.0714285714286	-14.3571428571429	-12.7428571428571	-18.6714285714286	-36.6142857142857	-26.3571428571429	-18.1428571428571	-31.3285714285714	-43.9857142857143	-29.7	-37.7142857142857	-31.4571428571429	-42.5	-41.7142857142857	-54.4571428571429	-42.6142857142857
2020/07/17	-18.1714285714286	-5.9	-5.8	-5.37142857142857	-12.7571428571429	-15.6	-19.2	-13.9714285714286	-12.7857142857143	-18.4	-36.6428571428571	-26.5142857142857	-19.0285714285714	-30.5714285714286	-43.9857142857143	-29.5428571428571	-37.6857142857143	-31.5	-42.7285714285714	-41.7142857142857	-53.1428571428571	-42.8142857142857
2020/07/18	-18.7428571428571	-6.24285714285714	-6	-5.52857142857143	-13.3	-15.8142857142857	-19.4428571428571	-13.5714285714286	-12	-18.1857142857143	-36.9571428571429	-27.1	-19.6285714285714	-30.5714285714286	-44.0714285714286	-29.6428571428571	-37.8	-31.9	-43.0142857142857	-41.9285714285714	-53.5	-42.9857142857143
2020/07/19	-19.4285714285714	-7.31428571428571	-6.74285714285714	-6.84285714285714	-13.9571428571429	-16.1571428571429	-20.2142857142857	-12.9142857142857	-11.2714285714286	-18.5857142857143	-37.6142857142857	-28.0285714285714	-18.7428571428571	-31.7571428571429	-44.8571428571429	-30.8714285714286	-38.4	-32.5857142857143	-43.1714285714286	-42.4142857142857	-52.6	-43.4857142857143
2020/07/20	-19.7857142857143	-8	-7.22857142857143	-7.4	-14.2285714285714	-16.2	-20.4857142857143	-13.4285714285714	-11.3142857142857	-19.3714285714286	-37.9428571428571	-28.6142857142857	-19.1428571428571	-31.5857142857143	-44.8857142857143	-30.4571428571429	-37.8142857142857	-32.8428571428571	-43.4571428571429	-43.1142857142857	-52.8714285714286	-44.0142857142857
2020/07/21	-19.7714285714286	-8.01428571428571	-7.22857142857143	-7.12857142857143	-14.1571428571429	-15.9	-20.2857142857143	-12.9714285714286	-11.0285714285714	-19.2428571428571	-37.8857142857143	-28.7	-17.8	-31.4285714285714	-44.7	-30.4571428571429	-37.9857142857143	-32.8571428571429	-43.5285714285714	-42.9714285714286	-53.6571428571429	-44.1428571428571
2020/07/22	-19.3857142857143	-7.45714285714286	-7	-6.98571428571429	-12.8571428571429	-15.1285714285714	-20.1285714285714	-12.6571428571429	-9.9	-18.8428571428571	-37.8714285714286	-28.5	-18.0571428571429	-31.4	-44.7142857142857	-30.3857142857143	-37.7142857142857	-32.6	-43.7	-42.5857142857143	-52.7285714285714	-44.2
2020/07/23	-19.5714285714286	-7.32857142857143	-6.27142857142857	-7.15714285714286	-13.0285714285714	-14.8	-19.9714285714286	-12.3	-10.1	-18.5	-37.8714285714286	-28.5714285714286	-17.9428571428571	-31.3428571428571	-44.7	-30.4571428571429	-35.8	-32	-43.6714285714286	-42.5285714285714	-51.2285714285714	-44.0285714285714
2020/07/24	-21.9428571428571	-8.38571428571429	-6.35714285714286	-7.98571428571428	-14.8142857142857	-16.9	-19.2	-13.6142857142857	-12.1571428571429	-20.7857142857143	-38.5142857142857	-30.8142857142857	-18.8	-31.9571428571429	-43.6857142857143	-28.5	-33.7571428571429	-33.7857142857143	-40.9571428571429	-42.2428571428571	-50.1285714285714	-44.6571428571429
2020/07/25	-23.4428571428571	-8.94285714285714	-5.84285714285714	-8.72857142857143	-16.2428571428571	-18.7	-18.0857142857143	-15.1714285714286	-14.6142857142857	-22.8571428571429	-38.8142857142857	-32.5142857142857	-19.9857142857143	-30.9571428571429	-42.7428571428571	-25.7857142857143	-33.8	-35.4714285714286	-38.0142857142857	-41.7857142857143	-50.2142857142857	-45.6571428571429
2020/07/26	-22.7857142857143	-9.2	-5.62857142857143	-9.01428571428571	-16.4	-18.9285714285714	-19.2571428571429	-15.8142857142857	-14.9571428571429	-23.1142857142857	-39.2	-32.8571428571429	-20.9285714285714	-31.1571428571429	-42.6285714285714	-26.1285714285714	-32.6857142857143	-35.8285714285714	-39	-42.1142857142857	-50.1142857142857	-45.7571428571429
2020/07/27	-23.1142857142857	-9.47142857142857	-5.61428571428571	-9.51428571428571	-16.3714285714286	-19.3	-20.1857142857143	-15.4571428571429	-15.4142857142857	-22.5714285714286	-39.6571428571429	-33.4142857142857	-20.8	-31.4857142857143	-42.9714285714286	-27.1857142857143	-30.3714285714286	-36.1857142857143	-39.2428571428571	-41.7428571428571	-48.4571428571429	-44.9571428571429
2020/07/28	-23.2428571428571	-9.48571428571429	-5.28571428571429	-9.07142857142857	-15.9571428571429	-19.4	-20.5857142857143	-14.9714285714286	-16.1285714285714	-22	-39.9857142857143	-33.4571428571429	-22.5857142857143	-31.4714285714286	-43.0142857142857	-27.3571428571429	-29.6142857142857	-36.1857142857143	-39.2285714285714	-42.0428571428571	-48.1428571428571	-44.9142857142857
2020/07/29	-23.4142857142857	-9.84285714285714	-4.38571428571429	-9.04285714285714	-16.4428571428571	-19.8857142857143	-20.7142857142857	-14.9571428571429	-16.9	-21.9285714285714	-39.9142857142857	-33.6714285714286	-22.5428571428571	-31.2714285714286	-43.0571428571429	-27.3142857142857	-30.1714285714286	-36.4142857142857	-39.2714285714286	-42.6142857142857	-48.3	-44.9428571428571
2020/07/30	-23.1571428571429	-10.0571428571429	-4.51428571428571	-8.52857142857143	-16.5857142857143	-20.3857142857143	-21.5285714285714	-15.4428571428571	-17.3571428571429	-22.2	-40.3285714285714	-34.1428571428571	-23.3714285714286	-31.0285714285714	-43.3285714285714	-27.2571428571429	-32.2285714285714	-37.0428571428571	-39.5714285714286	-43.2571428571429	-48.8571428571429	-45.4714285714286
2020/07/31	-20.4428571428571	-9.07142857142857	-4.22857142857143	-7.37142857142857	-14.8285714285714	-18.1714285714286	-22.4	-13.4714285714286	-15.1285714285714	-19.5857142857143	-39.9714285714286	-32.2571428571429	-21.9714285714286	-30.7285714285714	-44.6142857142857	-29.6857142857143	-34.8	-35.2285714285714	-42.6428571428571	-44.0714285714286	-50.0571428571429	-44.9857142857143
2020/08/01	-18.9	-8.65714285714286	-4.12857142857143	-5.97142857142857	-13.0428571428571	-15.9	-23.6142857142857	-12.1142857142857	-12.9	-16.9714285714286	-39.7428571428571	-30.3571428571429	-21.1714285714286	-31.7571428571429	-45.6	-32.4571428571429	-34.3285714285714	-33.3857142857143	-45.6142857142857	-44.6142857142857	-49.0428571428571	-44.3714285714286
2020/08/02	-19.8714285714286	-8.98571428571428	-4.15714285714286	-5.21428571428571	-12.9857142857143	-15.8428571428571	-21.9571428571429	-12.4428571428571	-13.4857142857143	-16.3857142857143	-39.1142857142857	-29.7857142857143	-22.2142857142857	-31.9714285714286	-45.1	-31.4428571428571	-33.6714285714286	-32.9857142857143	-44.7142857142857	-43.7857142857143	-48.4285714285714	-44.3857142857143
2020/08/03	-19.7	-9.3	-4.5	-5.57142857142857	-13	-15.7	-21.2857142857143	-13.1857142857143	-13.6428571428571	-16.7142857142857	-39.0714285714286	-29.4285714285714	-23.3	-31.7714285714286	-44.9285714285714	-31.7	-36.2142857142857	-32.7857142857143	-44.7285714285714	-44.2285714285714	-49.6571428571429	-44.9857142857143
2020/08/04	-19.3142857142857	-8.94285714285714	-3.84285714285714	-5.78571428571429	-13.3714285714286	-15.4714285714286	-21	-13.4142857142857	-13.6714285714286	-16.6857142857143	-39.3285714285714	-29.5	-23.2571428571429	-31.2142857142857	-45.0285714285714	-31.8714285714286	-36.7714285714286	-32.7	-45.0142857142857	-44.0285714285714	-49.2714285714286	-45.1285714285714
2020/08/05	-18.8714285714286	-8.38571428571429	-3.61428571428571	-5.58571428571429	-13.2857142857143	-14.9	-20.8857142857143	-12.9142857142857	-13.7428571428571	-16.2142857142857	-39.6285714285714	-29.4714285714286	-23.2428571428571	-30.8285714285714	-45.3714285714286	-32.2714285714286	-36.4857142857143	-32.9	-45.4428571428571	-44.0142857142857	-49.0714285714286	-45.2857142857143
2020/08/06	-18.9714285714286	-8.11428571428572	-3.82857142857143	-5.6	-12.8857142857143	-14.3714285714286	-20.5714285714286	-12.3714285714286	-13.1	-15.9714285714286	-39.7428571428571	-29.1857142857143	-22.7714285714286	-30.8	-45.6285714285714	-32.7857142857143	-36.1	-32.9	-45.8285714285714	-43.7714285714286	-49.2428571428571	-45.2857142857143
2020/08/07	-18.8714285714286	-7.9	-4.02857142857143	-5.1	-12.8571428571429	-14.2571428571429	-20.5	-13.1	-13.7428571428571	-15.9714285714286	-39.9285714285714	-28.9714285714286	-23.2857142857143	-30.6714285714286	-45.9428571428571	-33.2	-34.7285714285714	-32.7857142857143	-46.0285714285714	-43.6714285714286	-48.4	-45.2428571428571
2020/08/08	-18.1	-7.45714285714286	-3.28571428571429	-4.9	-12.5285714285714	-14.4	-20.5714285714286	-12.2142857142857	-14.1571428571429	-15.9142857142857	-40.1571428571429	-28.8285714285714	-22.8285714285714	-30.4	-46.3857142857143	-33.8857142857143	-32.5	-32.4857142857143	-46.6428571428571	-44.1142857142857	-47.1714285714286	-46.7428571428571
2020/08/09	-17.0857142857143	-7.67142857142857	-3.14285714285714	-5.14285714285714	-12.3428571428571	-14.4285714285714	-20.6714285714286	-12.1	-14.4142857142857	-16.2428571428571	-39.9	-28.8428571428571	-22.4	-30.1142857142857	-46.1285714285714	-34.4857142857143	-31.6714285714286	-32.3428571428571	-47.4857142857143	-44.3285714285714	-45.8142857142857	-48.5571428571429
2020/08/10	-16.1	-6.68571428571429	-3.18571428571429	-4.85714285714286	-12.1714285714286	-13.9714285714286	-20.1142857142857	-12.0285714285714	-13.7142857142857	-15.7714285714286	-36.1714285714286	-28.3285714285714	-21.7	-29.8285714285714	-42.6857142857143	-34.1285714285714	-30.3857142857143	-32.3714285714286	-47.2	-44.0857142857143	-44.5	-50.2
2020/08/11	-18.1428571428571	-8.18571428571429	-4.15714285714286	-6.65714285714286	-13.9714285714286	-16.1428571428571	-19.5571428571429	-13.8142857142857	-16.5	-18.2428571428571	-33.5428571428571	-29.8285714285714	-23.1	-29.4714285714286	-39.0714285714286	-33.5714285714286	-30.3428571428571	-34.3142857142857	-45.3142857142857	-44.2428571428571	-44.4857142857143	-53.0714285714286
2020/08/12	-17.3285714285714	-7.32857142857143	-3.6	-6.37142857142857	-13.5	-15.6428571428571	-21.3285714285714	-13.7571428571429	-16.0285714285714	-18.4428571428571	-33.4714285714286	-29.8857142857143	-23.0571428571429	-29.3	-39.0428571428571	-34.9	-29.5571428571429	-34.0857142857143	-46.1	-46.2857142857143	-43.7571428571429	-55.1714285714286
2020/08/13	-16.2571428571429	-6.52857142857143	-2.21428571428571	-6.84285714285714	-13.3285714285714	-15.9142857142857	-23.2285714285714	-13.4	-15.8428571428571	-18.7285714285714	-33.8571428571429	-30.4	-22.7285714285714	-29.3571428571429	-39.0714285714286	-36.7142857142857	-28.5285714285714	-34.1142857142857	-47.2714285714286	-48.7	-42.6285714285714	-57.5142857142857
2020/08/14	-14.7714285714286	-5.61428571428571	-0.9	-8.11428571428571	-12.4714285714286	-15.9428571428571	-25.7714285714286	-12.0285714285714	-17.2857142857143	-19.6	-34.3714285714286	-30.8714285714286	-23.6428571428571	-29.2142857142857	-39.2142857142857	-38.5714285714286	-29.2142857142857	-34.1142857142857	-48.8142857142857	-51.3	-42.6	-60.0428571428571
2020/08/15	-12.7	-4.07142857142857	0.314285714285714	-8.67142857142857	-12	-15.4	-28.2	-11.4	-18.6714285714286	-20.6285714285714	-34.6571428571429	-31.2	-24.8285714285714	-28.3	-39.2285714285714	-40.3142857142857	-31.2285714285714	-34.3285714285714	-50.3571428571429	-53.6428571428571	-42.6285714285714	-61.0428571428571
2020/08/16	-12.2142857142857	-3.7	-0.0714285714285714	-9.62857142857143	-12.6428571428571	-15.3714285714286	-29.2571428571429	-11.7285714285714	-19.9571428571429	-21.5857142857143	-33.1285714285714	-31.2571428571429	-25.5285714285714	-27.5142857142857	-37.1285714285714	-41.4142857142857	-32.2857142857143	-34.7714285714286	-51.4857142857143	-54.5285714285714	-43.0857142857143	-61.4714285714286
2020/08/17	-13.2428571428571	-5.05714285714286	-0.714285714285714	-9.97142857142857	-13.2142857142857	-15.9285714285714	-30.4714285714286	-12	-21.8857142857143	-22.9285714285714	-34.7	-31.8428571428571	-26.2142857142857	-28.2714285714286	-38.0714285714286	-42.5571428571429	-31.5	-34.9142857142857	-52.2857142857143	-54.4	-41.8428571428571	-61.9
2020/08/18	-11.3	-3.44285714285714	0.414285714285714	-7.95714285714286	-11.2857142857143	-14.4142857142857	-31.6714285714286	-10.1285714285714	-19.0428571428571	-21.2	-36.6857142857143	-30.4714285714286	-23.8571428571429	-28.6857142857143	-41.5857142857143	-44.4285714285714	-30.5	-32.7571428571429	-55.0285714285714	-54.8142857142857	-41.2428571428571	-61.0428571428571
2020/08/19	-11.7571428571429	-4.6	-0.4	-7.8	-11.5	-14.7571428571429	-30.4857142857143	-9.82857142857143	-19.0857142857143	-21.2142857142857	-35.7714285714286	-30.4428571428571	-23.0571428571429	-28.1571428571429	-41.0857142857143	-43.6857142857143	-30.8142857142857	-32.6	-54.5714285714286	-53.2714285714286	-41.1142857142857	-60.5571428571429
2020/08/20	-12.4142857142857	-5.18571428571428	-1.28571428571429	-6.97142857142857	-13.6285714285714	-14.2857142857143	-28.5857142857143	-10.3285714285714	-19.8285714285714	-21.0428571428571	-34.2285714285714	-29.8142857142857	-22.6571428571429	-27.6571428571429	-40.1142857142857	-42.3285714285714	-31.2285714285714	-32.0857142857143	-53.6285714285714	-51.0571428571429	-41.3428571428571	-59.8857142857143
2020/08/21	-13.3428571428571	-6.05714285714286	-2.38571428571429	-5.5	-14.1714285714286	-14.2428571428571	-26.3571428571429	-10.6714285714286	-17.8428571428571	-20.2285714285714	-32.5142857142857	-29.1571428571429	-21.3571428571429	-27.5857142857143	-39.0428571428571	-40.6285714285714	-31.0571428571429	-31.7285714285714	-52.3285714285714	-48.8571428571429	-41.9571428571429	-58.9857142857143
2020/08/22	-15.4142857142857	-7.4	-4.2	-5.08571428571429	-14.5428571428571	-14.3285714285714	-23.9428571428571	-11.6	-16.5	-19.4428571428571	-30.8285714285714	-28.7142857142857	-20.5285714285714	-28.3142857142857	-37.9857142857143	-38.8571428571429	-30.8	-31.3428571428571	-50.9285714285714	-46.1571428571429	-43.0571428571429	-58.0428571428571
2020/08/23	-16.1571428571429	-6.92857142857143	-3.8	-3.85714285714286	-13.5285714285714	-14.1285714285714	-22.5857142857143	-10.8285714285714	-14.7571428571429	-18.0714285714286	-29.4857142857143	-28.0428571428571	-18.6285714285714	-28.4285714285714	-36.6428571428571	-37	-31.3857142857143	-30.3714285714286	-49.3571428571428	-44.7	-44.2142857142857	-57.5428571428571
2020/08/24	-16.4714285714286	-6.45714285714286	-3.58571428571429	-3.98571428571429	-12.8571428571429	-14.2714285714286	-21.9285714285714	-10.2571428571429	-13.0285714285714	-17.6428571428571	-29.0857142857143	-27.5428571428571	-18.9714285714286	-28.3857142857143	-36.0714285714286	-35.1285714285714	-32.9142857142857	-30.0142857142857	-48.6	-44.1285714285714	-46.4285714285714	-57.3571428571429
2020/08/25	-15.8142857142857	-6.85714285714286	-3.94285714285714	-3.68571428571429	-12.2857142857143	-13.4285714285714	-21.2571428571429	-9.81428571428571	-12.8571428571429	-16.8285714285714	-28.3714285714286	-26.8285714285714	-19.3714285714286	-28.4142857142857	-35.5428571428571	-34.2142857142857	-34.0428571428571	-29.5857142857143	-48.0857142857143	-44.3571428571429	-46.6142857142857	-56.8571428571429
2020/08/26	-16.3428571428571	-5.8	-3.85714285714286	-3.37142857142857	-12.1	-13.4	-20.6	-10.6285714285714	-13.0571428571429	-16.8714285714286	-27.9428571428571	-25.8571428571429	-19.4857142857143	-29.1142857142857	-34.7285714285714	-33.7285714285714	-34.2142857142857	-29	-47.7428571428571	-43.9428571428571	-47.2285714285714	-56.6714285714286
2020/08/27	-16.1571428571429	-5.61428571428571	-4.11428571428571	-3.1	-10.2	-13.6428571428571	-20.4	-10.3857142857143	-12.5142857142857	-16.8857142857143	-27.7142857142857	-25.3714285714286	-19.5571428571429	-29.4	-34.3857142857143	-33.1571428571429	-34.8428571428571	-28.7	-47.5	-43.6571428571429	-47.9714285714286	-56.5428571428571
2020/08/28	-16.8571428571429	-5.78571428571429	-4.45714285714286	-3.67142857142857	-10.3571428571429	-13.8857142857143	-20.3142857142857	-11.1428571428571	-13.2428571428571	-16.8857142857143	-27.4428571428571	-25.1714285714286	-20.0857142857143	-29.8	-33.9428571428571	-32.7285714285714	-35.7142857142857	-28.6	-47.2142857142857	-43.1428571428571	-47.9142857142857	-56.2857142857143
2020/08/29	-16.5428571428571	-5.44285714285714	-4.27142857142857	-3.61428571428571	-10.3714285714286	-14.2428571428571	-20.1571428571429	-11.4142857142857	-13.0428571428571	-16.9857142857143	-27.2571428571429	-24.6	-19.7571428571429	-29.6857142857143	-33.7714285714286	-32.3285714285714	-36.1428571428571	-28.4714285714286	-46.9428571428571	-43.0142857142857	-47.3142857142857	-56.0142857142857
2020/08/30	-15.8714285714286	-4.8	-3.82857142857143	-3.65714285714286	-10.8428571428571	-13.9285714285714	-19.8	-11.7142857142857	-12.7571428571429	-16.8857142857143	-26.7285714285714	-23.7857142857143	-20.0428571428571	-29.6857142857143	-33.4714285714286	-31.6285714285714	-36.7857142857143	-27.9857142857143	-46.7	-43.0142857142857	-47.1	-55.9428571428571
2020/08/31	-14.8142857142857	-3.97142857142857	-2.98571428571429	-2.57142857142857	-11.3714285714286	-12.9714285714286	-19.1285714285714	-11.3714285714286	-13.2285714285714	-16.0428571428571	-25.8714285714286	-22.9285714285714	-19.2571428571429	-28.8	-32.9428571428571	-32.1571428571429	-37.0142857142857	-27.4571428571429	-46.5142857142857	-42.5142857142857	-46.1571428571429	-55.8
2020/09/01	-14.8714285714286	-3.47142857142857	-3.17142857142857	-2.71428571428571	-11.6714285714286	-12.9285714285714	-19.0285714285714	-12.1142857142857	-12.9428571428571	-16.1714285714286	-25.4714285714286	-22.4428571428571	-19.6428571428571	-28.3714285714286	-32.4714285714286	-31.9	-36.4142857142857	-27.3428571428571	-46.2285714285714	-41.6	-45.4857142857143	-55.4714285714286
2020/09/02	-14.1428571428571	-4.44285714285714	-3.58571428571429	-3.27142857142857	-12.3714285714286	-12.7857142857143	-18.5285714285714	-12.2428571428571	-12.5142857142857	-16.4571428571429	-25.0857142857143	-22.2142857142857	-20.1857142857143	-28.4285714285714	-32.2571428571429	-31.5571428571429	-36.5285714285714	-27.5142857142857	-45.8428571428571	-41.4714285714286	-45.7571428571429	-55.2
2020/09/03	-14.6428571428571	-5.15714285714286	-3.84285714285714	-4.38571428571429	-13.2571428571429	-12.9571428571429	-18.4	-12.8428571428571	-11.8857142857143	-16.8571428571429	-24.9714285714286	-22.1285714285714	-21.5	-28.6142857142857	-32.2142857142857	-31.2714285714286	-35.9428571428571	-27.7571428571429	-45.5571428571429	-41.5428571428571	-45.8571428571429	-54.8714285714286
2020/09/04	-14.7285714285714	-5.4	-3.97142857142857	-4.77142857142857	-13.7428571428571	-12.9	-18.2	-13.0142857142857	-12.1	-17.3571428571429	-24.8	-21.9428571428571	-22.1142857142857	-28.6428571428571	-32.1	-30.8142857142857	-35.5714285714286	-27.7857142857143	-45.2857142857143	-41.2571428571429	-46.1714285714286	-54.7428571428571
2020/09/05	-15.7428571428571	-6	-4.31428571428571	-5.14285714285714	-14.1428571428571	-13.1857142857143	-17.8857142857143	-13.1714285714286	-12.1142857142857	-17.4714285714286	-24.7571428571429	-22.0285714285714	-22.8	-28.5857142857143	-31.8428571428571	-30.4857142857143	-35.2857142857143	-27.8857142857143	-44.9285714285714	-41.2428571428571	-47.0142857142857	-54.5857142857143
2020/09/06	-15.8	-6	-4.12857142857143	-5.4	-13.5857142857143	-13.3285714285714	-17.7571428571429	-12.6428571428571	-12.3571428571429	-17.6428571428571	-24.5714285714286	-22.1	-23.3285714285714	-27.7142857142857	-31.8142857142857	-29.5571428571429	-34.4714285714286	-27.6142857142857	-44.5428571428571	-41.1	-47.2142857142857	-54.6428571428571
2020/09/07	-15.7428571428571	-6.27142857142857	-4.71428571428571	-6.05714285714286	-13.5142857142857	-13.8	-17.9428571428571	-12.7142857142857	-12	-17.4	-24.6714285714286	-21.7571428571429	-23.0142857142857	-27.5714285714286	-31.7857142857143	-28.9285714285714	-35.2285714285714	-27.3	-44.1428571428571	-41.1142857142857	-48.2857142857143	-54.4857142857143
2020/09/08	-16.0857142857143	-7.15714285714286	-5.21428571428571	-7.08571428571428	-14.2571428571429	-14.1571428571429	-17.8142857142857	-13.0857142857143	-12.6285714285714	-17.7428571428571	-24.8	-21.8142857142857	-23.0428571428571	-28	-31.8571428571429	-28.5	-36.7714285714286	-27.7428571428571	-44.2285714285714	-41.4714285714286	-50.1285714285714	-54.6
2020/09/09	-15.7571428571429	-6.85714285714286	-5.1	-7.55714285714286	-14.2857142857143	-14.1	-17.8571428571429	-13.3285714285714	-12.7142857142857	-17.2285714285714	-24.8714285714286	-21.6142857142857	-22.9142857142857	-27.2714285714286	-31.9	-28.4	-36.5285714285714	-27.6	-44.3	-41.3428571428571	-49.9857142857143	-54.6857142857143
2020/09/10	-14.6285714285714	-5.98571428571429	-4.68571428571429	-7.34285714285714	-14.2571428571429	-13.8714285714286	-17.6428571428571	-12.7571428571429	-12.4142857142857	-17.0142857142857	-24.6857142857143	-21.1571428571429	-22.1571428571429	-27.0285714285714	-31.5857142857143	-28.2142857142857	-37.0142857142857	-27.0714285714286	-44.2571428571429	-41.3714285714286	-49.9857142857143	-54.7428571428571
2020/09/11	-13.9	-4.68571428571429	-4.41428571428571	-7.05714285714286	-13.9428571428571	-13.0571428571429	-17.1285714285714	-12.6857142857143	-11.3714285714286	-16.1142857142857	-24.4428571428571	-20.1857142857143	-21.7142857142857	-26.7714285714286	-31.3857142857143	-28.1714285714286	-36.4285714285714	-26.8571428571429	-44.2428571428571	-41.4285714285714	-49.6428571428571	-54.6142857142857
2020/09/12	-12.9571428571429	-3.71428571428571	-4.38571428571429	-6.85714285714286	-13.3285714285714	-12.2	-17.0571428571429	-13.0285714285714	-11.7285714285714	-15.2142857142857	-24.2571428571429	-19.4428571428571	-21.6142857142857	-26.9428571428571	-30.8714285714286	-28.0428571428571	-36.4428571428571	-26.2428571428571	-44.2857142857143	-41.2285714285714	-49.1428571428571	-54.6142857142857
2020/09/13	-12.8571428571429	-3.7	-4.88571428571429	-6.47142857142857	-13.6	-11.6571428571429	-17.4571428571429	-12.8142857142857	-11.2571428571429	-14.4285714285714	-24.4285714285714	-19	-20.2857142857143	-27.4714285714286	-30.5857142857143	-27.7428571428571	-36.4571428571429	-26.4857142857143	-44.2142857142857	-41.1	-48.7428571428571	-54.5857142857143
2020/09/14	-11.3428571428571	-2.24285714285714	-3.32857142857143	-5.17142857142857	-13	-10.4714285714286	-16.2857142857143	-12.5142857142857	-10.8857142857143	-13.2142857142857	-23.2	-17.8285714285714	-19.7285714285714	-25.6142857142857	-29.2428571428571	-25.5428571428571	-35.1285714285714	-25.7285714285714	-43.7142857142857	-40.5571428571429	-47.7571428571429	-54.2571428571429
2020/09/15	-10.8714285714286	-1.08571428571429	-2.78571428571429	-4.81428571428571	-12.0571428571429	-9.94285714285714	-16.1285714285714	-12.6428571428571	-10.7857142857143	-12.6857142857143	-22.8142857142857	-17.4285714285714	-19.7571428571429	-25.5571428571429	-29.0857142857143	-25.5	-33.7428571428571	-25.0857142857143	-43.5714285714286	-40.6	-47.1714285714286	-54.0285714285714
2020/09/16	-11.0428571428571	-0.485714285714286	-2.7	-3.61428571428571	-11.0285714285714	-9.32857142857143	-16.2	-12.3571428571429	-11.4285714285714	-12.5142857142857	-22.6714285714286	-16.7	-19.5	-25.4	-28.9142857142857	-25.1142857142857	-33.9857142857143	-24.8857142857143	-43.3428571428571	-40.6	-46.6714285714286	-53.7714285714286
2020/09/17	-10.9142857142857	-0.442857142857143	-2.42857142857143	-3.45714285714286	-9.55714285714286	-8.97142857142857	-16.0857142857143	-12.2571428571429	-12.9285714285714	-11.5571428571429	-22.2285714285714	-16.2428571428571	-19.4571428571429	-25.3285714285714	-28.6428571428571	-25.1285714285714	-33.3	-24.9	-43.1285714285714	-40.3	-45.7428571428571	-53.5714285714286
2020/09/18	-10.8428571428571	-0.628571428571428	-2.01428571428571	-3.17142857142857	-9.2	-8.92857142857143	-16.3285714285714	-12.6428571428571	-12.9428571428571	-11.4857142857143	-22.0142857142857	-16.1142857142857	-19.5428571428571	-24.7571428571429	-28.1142857142857	-25.0142857142857	-32.7	-24.4428571428571	-42.9571428571429	-40.5142857142857	-44.7571428571429	-53.2857142857143
