# 感染拡大前比	神奈川県 横浜中華街駅	神奈川県 横浜駅	神奈川県 川崎駅	千葉県 千葉駅	千葉県 船橋駅	東京都 立川駅	東京都 銀座	神奈川県 橋本駅	栃木県 宇都宮オリオン通り	埼玉県 大宮駅西	東京都 東京駅南	東京都 新宿駅	栃木県 宇都宮駅	神奈川県 みなとみらい	東京都 丸の内	東京都 霞が関	東京都 羽田空港 第1ターミナル	東京都 渋谷センター街	東京都 大手町	東京都 品川駅	東京都 羽田空港 第2ターミナル	東京都 東京駅
2020/09/19	-10.6571428571429	-0.642857142857143	-1.71428571428571	-2.64285714285714	-9.25714285714286	-9.22857142857143	-16.0714285714286	-11.7857142857143	-12.4	-11.4571428571429	-21.2714285714286	-15.7285714285714	-19.1	-24.5142857142857	-27.8571428571429	-25.0285714285714	-30.4285714285714	-24.5428571428571	-42.6857142857143	-40.4428571428571	-43.5285714285714	-52.7571428571429
2020/09/20	-7.1	0.5	-0.9	-1.81428571428571	-8.94285714285714	-8.94285714285714	-14.7571428571429	-12.1285714285714	-11.7857142857143	-10.7571428571429	-19.5	-14.4857142857143	-17.7857142857143	-23.2714285714286	-26.6285714285714	-24.4857142857143	-25.1142857142857	-23.9285714285714	-41.7	-39.5571428571429	-40.5714285714286	-51.6
2020/09/21	-2.28571428571429	1.92857142857143	0	-1.15714285714286	-8.84285714285714	-8.81428571428571	-13.8285714285714	-11.4285714285714	-9.65714285714286	-10.6142857142857	-18.2285714285714	-13.9	-16.0571428571429	-22.0571428571429	-25.8714285714286	-23.9	-24.9142857142857	-23.1857142857143	-40.8142857142857	-38.8285714285714	-40.0571428571429	-50.7428571428571
2020/09/22	3.84285714285714	3.14285714285714	1.47142857142857	-0.285714285714286	-10.3285714285714	-9.52857142857143	-11.0428571428571	-11.4857142857143	-10.4428571428571	-10.7285714285714	-15.4	-13.4	-14.6285714285714	-17.3428571428571	-20.6142857142857	-20.3285714285714	-23.5714285714286	-23.7142857142857	-36.5857142857143	-36.2285714285714	-38.0714285714286	-51.1285714285714
2020/09/23	5.02857142857143	2.82857142857143	1.95714285714286	-2.34285714285714	-12.2857142857143	-11.3428571428571	-9.42857142857143	-12.6285714285714	-12.9	-11.0428571428571	-13.2428571428571	-14.4571428571429	-15.2	-15.7428571428571	-16.5428571428571	-17.6142857142857	-19.3571428571429	-24.8857142857143	-33.2142857142857	-33.9142857142857	-35.2285714285714	-51.8714285714286
2020/09/24	4.32857142857143	2.27142857142857	1.34285714285714	-2.65714285714286	-13.5714285714286	-12.0714285714286	-9.51428571428571	-14.1714285714286	-11.4285714285714	-11.8142857142857	-13.7428571428571	-14.8571428571429	-14.3142857142857	-15.7571428571429	-16.7714285714286	-17.7428571428571	-18.1	-24.9857142857143	-33.1285714285714	-33.9142857142857	-35.1571428571429	-51.5428571428571
2020/09/25	3.41428571428571	0.828571428571428	0.371428571428571	-4.15714285714286	-14.3571428571429	-13.2142857142857	-10.0857142857143	-14.3142857142857	-12.2	-13.2428571428571	-14.8142857142857	-16.0428571428571	-14.1428571428571	-16.9285714285714	-17.8571428571429	-18.5142857142857	-19.0714285714286	-25.9	-33.4857142857143	-34.4857142857143	-36.4428571428571	-52.1142857142857
2020/09/26	2.81428571428571	0.414285714285714	0.5	-4.74285714285714	-14.0571428571429	-13.4142857142857	-10.0428571428571	-15.0857142857143	-12.8428571428571	-14.1	-15.0571428571429	-16.0857142857143	-14.8142857142857	-16.8857142857143	-17.8714285714286	-18.3142857142857	-20.7428571428571	-25.9428571428571	-33.2571428571429	-34.2571428571429	-37.1142857142857	-52.2428571428571
2020/09/27	0.557142857142858	0	0.628571428571428	-4.75714285714286	-13.4571428571429	-13.6285714285714	-10.0571428571429	-14.9	-13.4	-14.1285714285714	-15.9571428571429	-16.6857142857143	-15.7571428571429	-17.7571428571429	-18.8142857142857	-18.9857142857143	-25.5142857142857	-25.2428571428571	-33.3857142857143	-34.4142857142857	-39.9571428571429	-52.8428571428571
2020/09/28	-2.58571428571429	-1.67142857142857	-0.371428571428571	-5.22857142857143	-12.8	-14.1285714285714	-10.9142857142857	-14.9142857142857	-15.0571428571429	-14.6	-17	-16.7857142857143	-17.1571428571429	-18.5285714285714	-19.5571428571429	-19.9285714285714	-24.9285714285714	-25.3428571428571	-33.5857142857143	-35.3857142857143	-40.6285714285714	-53.5
2020/09/29	-8.34285714285714	-2.47142857142857	-1.34285714285714	-5.2	-10.4	-13.5285714285714	-13.4714285714286	-14.1	-13.6714285714286	-14.3142857142857	-19.4857142857143	-16.6428571428571	-16.5857142857143	-22.4571428571429	-24.3571428571429	-23.4	-26.0285714285714	-24.7428571428571	-37.4428571428571	-37.4	-41.3857142857143	-52.8142857142857
2020/09/30	-8.72857142857143	-1.82857142857143	-1.42857142857143	-3.34285714285714	-8.04285714285714	-12.2714285714286	-14.8142857142857	-12.0714285714286	-10.3285714285714	-13.8285714285714	-21.3285714285714	-15.7428571428571	-16.1571428571429	-24.0857142857143	-28.1857142857143	-26.1	-29.5428571428571	-23.4857142857143	-40.6285714285714	-39.3714285714286	-44.3	-51.6857142857143
2020/10/01	-7.12857142857143	-0.928571428571428	-0.614285714285714	-2.54285714285714	-6.75714285714286	-11.7285714285714	-14.2285714285714	-10.8142857142857	-10.2857142857143	-13.2714285714286	-20.2571428571429	-14.9	-16.6714285714286	-23.1714285714286	-27.2571428571429	-25.4285714285714	-30.0285714285714	-23.1	-40.2857142857143	-38.7571428571429	-44.6	-51.6142857142857
